"date","ILIper100k"
2015-10-05,4.2394437849754
2015-10-12,0
2015-10-19,4.236570072869
2015-10-26,6.3633471205854
2015-11-02,7.1564031917558
2015-11-09,3.636099192786
2015-11-16,0
2015-11-23,19.977358993141
2015-11-30,9.6255655019732
2015-12-07,13.066202090592
2015-12-14,10.593594406582
2015-12-21,12.873326467559
2015-12-28,10.816657652785
2016-01-04,52.194435619298
2016-01-11,36.425449247207
2016-01-18,53.419944870617
2016-01-25,42.720629567173
2016-02-01,34.773873229913
2016-02-08,56.867350723204
2016-02-15,60.198447295221
2016-02-22,34.122206244364
2016-02-29,22.540573031457
2016-03-07,12.27777232099
2016-03-14,20.134397100647
2016-03-21,8.0658170672689
2016-03-28,10.40402288885
2016-04-04,8.4238901524724
2016-04-11,3.282886313647
2016-04-18,6.5487884741323
2016-04-25,0
2016-05-02,3.6862282512533
2016-05-09,18.868814566725
2016-05-16,0
2016-05-23,0
2016-05-30,4.1562759767249
2016-06-06,5.2298519951885
2016-06-13,0
2016-06-20,0
2016-06-27,0
2016-07-04,0
2016-07-11,0
2016-07-18,0
2016-07-25,0
2016-08-01,0
2016-08-08,0
2016-08-15,0
2016-08-22,4.8933255040125
2016-08-29,0
2016-09-05,0
2016-09-12,0
2016-09-19,8.6880973066898
2016-09-26,11.745820445558
2016-10-03,0
2016-10-10,4.1249020335767
2016-10-17,5.60381059120202
2016-10-24,9.70026190707149
2016-10-31,24.2811058309341
2016-11-07,13.8326935712557
2016-11-14,24.2811058309341
2016-11-21,22.5891707515417
2016-11-28,29.9866423138784
2016-12-05,47.7571209278526
2016-12-12,68.3526999316473
2016-12-19,106.145374936423
2016-12-26,66.0888131974276
2017-01-02,85.9570705830345
2017-01-09,50.0853727945361
2017-01-16,35.4533099604105
2017-01-23,20.8555406219586
2017-01-30,11.7520321222211
2017-02-06,24.5173153539687
2017-02-13,8.0292263840379
2017-02-20,0
2017-02-27,3.08775396776385
2017-03-06,3.36870473303015
2017-03-13,2.44307632170429
2017-03-20,0
2017-03-27,3.02142188113726
2017-04-03,0
2017-04-10,0
2017-04-17,0
2017-04-24,0
2017-05-01,0
2017-05-08,0
2017-05-15,0
2017-05-22,0
2017-05-29,0
2017-06-05,3.58037952022914
2017-06-12,0
2017-06-19,0
2017-06-26,0
2017-07-03,0
2017-07-10,0
2017-07-17,0
2017-07-24,0
2017-07-31,0
2017-08-07,0
2017-08-14,0
2017-08-21,0
2017-08-28,2.34719744624918
2017-09-04,0
2017-09-11,3.17894268366341
2017-09-18,5.79928668773741
2017-09-25,11.3696657318275
2017-10-02,4.5618356826787
2017-10-09,0
2017-10-16,7.7077231385849
2017-10-23,6.2260685490147
2017-10-30,7.3262756877541
2017-11-06,6.4231576242881
2017-11-13,9.845103701759
2017-11-20,11.709327650406
2017-11-27,14.596835406084
2017-12-04,3.5725768997178
2017-12-11,19.003149093278
2017-12-18,9.7087378640777
2017-12-25,55.654109708164
2018-01-08,48.721071863581
2018-01-15,33.474508434121
2018-01-22,58.693319023343
2018-01-29,39.520721432806
2018-02-05,35.007876772274
2018-02-12,25.291697578741
2018-02-19,30.400912027361
2018-02-26,23.747328425552
2018-03-05,16.079468305581
2018-03-12,15.752441628452
2018-03-19,26.2260687123
2018-03-26,4.4874239942561
2018-04-02,0
2018-04-09,14.694537305757
2018-04-16,0
2018-04-23,6.164088023177
2018-04-30,0
2018-05-07,0
2018-05-14,0
2018-05-21,0
2018-05-28,0
2018-06-04,0
2018-06-11,7.3008688033876
2018-06-18,0
2018-06-25,0
2018-07-02,3.6477712117896
2018-07-09,0
2018-07-16,3.0245289296192
2018-07-23,0
2018-08-06,0
2018-08-13,0
2018-08-20,0
2018-08-27,0
2018-09-03,0
2018-09-10,0
2018-09-17,0
2018-09-24,0
2018-10-01,0
2018-10-08,4.15541242468315
2018-10-15,0
2018-10-22,6.18773590743147
2018-10-29,10.9253796569431
2018-11-05,6.07478054855268
2018-11-12,14.6374308381393
2018-11-19,8.06321561038542
2018-11-26,0
2018-12-03,7.91358366636331
2018-12-10,22.7383465973688
2018-12-17,6.60705633616703
2018-12-24,16.29354449767
2018-12-31,22.4265530387979
2019-01-07,81.6141464520517
2019-01-14,40.7331975560081
2019-01-21,82.3949464432848
2019-01-28,84.8332841546179
2019-02-04,60.2505714943914
2019-02-11,37.7281373304199
2019-02-18,26.986183074266
2019-02-25,46.5587598937365
2019-03-04,22.8171585031944
2019-03-11,42.6454387149508
2019-03-18,3.54509359047079
2019-03-25,8.50846592359398
2019-04-01,0
2019-04-08,0
2019-04-15,6.52400835073069
2019-04-22,0
2019-04-29,0
2019-05-06,0
2019-05-13,0
2019-05-20,0
2019-05-27,2.71377785014519
2019-06-03,0
2019-06-10,0
2019-06-17,0
2019-06-24,0
2019-07-01,0
2019-07-08,0
2019-07-15,0
2019-07-22,0
2019-07-29,0
2019-08-05,0
2019-08-12,0
2019-08-19,0
2019-08-26,0
2019-09-02,0
2019-09-09,3.59492396735809
2019-09-16,0
2019-09-23,0
2019-09-30,0
2019-10-07,0
2019-10-14,3.3103813559322
2019-10-21,0
2019-10-28,9.7030855812148
2019-11-04,13.413816230718
2019-11-11,19.579324233609
2019-11-18,20.248184894854
2019-11-25,11.4341251465
2019-12-02,5.4048211004216
2019-12-09,15.08324063425
2019-12-16,32.451728054519
2019-12-23,38.346008819582
2019-12-30,40.340880439716
2020-01-06,17.72656769333
2020-01-13,43.263602585636
2020-01-20,53.309166511182
2020-01-27,28.606164628477
2020-02-03,10.744139072136
2020-02-10,24.524401779771
2020-02-17,4.9007596177408
2020-02-24,10.045876167833
2020-03-02,23.569155831402
2020-03-09,9.8918491163281
2020-03-16,4.4867193108399
2020-03-23,0
2020-03-30,0
2020-04-06,0
2020-04-13,0
2020-04-20,0
2020-04-27,0
2020-05-04,0
2020-05-11,0
2020-05-18,0
2020-05-25,0
2020-06-01,0
2020-06-08,0
2020-06-15,0
2020-06-22,0
2020-06-29,0
2020-07-06,0
2020-07-13,0
2020-07-20,0
2020-07-27,0
2020-08-03,0
2020-08-10,0
2020-08-17,0
2020-08-24,0
2020-08-31,0
2020-09-07,0
2020-09-14,0
2020-09-21,0
2020-09-28,0
