gpId,date,totalPatients,iliNum,openHours,iliPercent
36,2/15/2013,23,1,14,4.35
37,2/15/2013,2,1,3,50
38,2/15/2013,37,4,4,10.81
67,2/16/2013,30,5,3,16.67
57,2/16/2013,96,2,13,2.08
39,2/16/2013,40,8,3.5,20
42,2/16/2013,10,0,3,0
28,2/16/2013,14,1,2,7.14
36,2/16/2013,24,1,14,4.17
37,2/16/2013,3,0,3,0
38,2/16/2013,32,5,4,15.63
67,2/17/2013,37,7,3.5,18.92
57,2/17/2013,40,0,10,0
39,2/17/2013,43,7,3.5,16.28
42,2/17/2013,14,0,3,0
28,2/17/2013,6,0,2,0
59,2/17/2013,3,1,4,33.33
36,2/17/2013,22,0,14,0
37,2/17/2013,8,1,3,12.5
64,2/18/2013,6,1,2.5,16.67
12,2/18/2013,38,3,2.5,7.89
62,2/18/2013,13,0,3,0
67,2/18/2013,40,8,4,20
1,2/18/2013,52,20,7,38.46
57,2/18/2013,146,1,13,0.68
2,2/18/2013,26,6,3,23.08
35,2/18/2013,454,7,12,1.54
39,2/18/2013,45,10,3.5,22.22
42,2/18/2013,12,0,3,0
27,2/18/2013,28,2,4,7.14
29,2/18/2013,20,6,4,30
34,2/18/2013,47,2,24,4.26
28,2/18/2013,19,2,2,10.53
19,2/18/2013,22,6,2.2,27.27
59,2/18/2013,2,0,4,0
36,2/18/2013,43,1,24,2.33
55,2/18/2013,15,0,6,0
24,2/18/2013,23,14,2.5,60.87
37,2/18/2013,9,2,3,22.22
38,2/18/2013,29,4,4,13.79
64,2/19/2013,4,0,2.5,0
12,2/19/2013,31,1,2.5,3.23
62,2/19/2013,17,1,3,5.88
2,2/19/2013,21,5,3,23.81
1,2/19/2013,41,14,7,34.15
35,2/19/2013,451,3,12,0.67
57,2/19/2013,175,1,13,0.57
39,2/19/2013,42,6,3.5,14.29
67,2/19/2013,37,7,4,18.92
27,2/19/2013,15,2,4,13.33
29,2/19/2013,17,5,4,29.41
34,2/19/2013,51,3,24,5.88
28,2/19/2013,22,4,3,18.18
19,2/19/2013,27,8,2.7,29.63
36,2/19/2013,54,1,24,1.85
55,2/19/2013,11,3,6,27.27
24,2/19/2013,10,1,2.5,10
37,2/19/2013,12,1,3,8.33
38,2/19/2013,38,6,4,15.79
12,2/20/2013,36,2,2.5,5.56
39,2/20/2013,50,10,3.5,20
68,2/20/2013,42,3,4,7.14
62,2/20/2013,14,1,3,7.14
67,2/20/2013,38,7,3.5,18.42
1,2/20/2013,38,17,7,44.74
35,2/20/2013,444,12,12,2.7
57,2/20/2013,155,1,13,0.65
42,2/20/2013,16,0,3,0
27,2/20/2013,30,4,4,13.33
29,2/20/2013,12,5,4,41.67
2,2/20/2013,22,5,3,22.73
34,2/20/2013,57,2,24,3.51
28,2/20/2013,18,2,2,11.11
19,2/20/2013,26,6,2.6,23.08
36,2/20/2013,74,2,24,2.7
64,2/20/2013,4,0,2,0
24,2/20/2013,10,4,2.5,40
37,2/20/2013,7,1,3,14.29
38,2/20/2013,32,3,4,9.38
55,2/20/2013,8,0,6,0
12,2/21/2013,31,2,1.5,6.45
62,2/21/2013,14,0,3,0
67,2/21/2013,40,10,4,25
35,2/21/2013,445,5,12,1.12
57,2/21/2013,160,1,13,0.63
39,2/21/2013,42,8,3.5,19.05
42,2/21/2013,12,0,3,0
27,2/21/2013,24,3,4,12.5
29,2/21/2013,15,4,4,26.67
2,2/21/2013,18,4,3,22.22
34,2/21/2013,33,1,24,3.03
28,2/21/2013,10,0,2,0
19,2/21/2013,36,8,3.6,22.22
36,2/21/2013,67,1,24,1.49
64,2/21/2013,12,0,3,0
24,2/21/2013,12,6,2.5,50
37,2/21/2013,8,0,3,0
38,2/21/2013,33,4,4,12.12
39,2/22/2013,45,10,3.5,22.22
12,2/22/2013,31,0,2.5,0
68,2/22/2013,35,2,4,5.71
62,2/22/2013,12,1,3,8.33
67,2/22/2013,35,7,3,20
1,2/22/2013,47,19,7,40.43
35,2/22/2013,393,5,12,1.27
57,2/22/2013,151,1,13,0.66
42,2/22/2013,14,0,3,0
27,2/22/2013,20,3,4,15
29,2/22/2013,15,5,4,33.33
2,2/22/2013,17,4,3,23.53
34,2/22/2013,42,2,24,4.76
28,2/22/2013,15,1,2,6.67
19,2/22/2013,34,8,3.4,23.53
36,2/22/2013,47,0,24,0
64,2/22/2013,9,0,2.5,0
24,2/22/2013,16,8,2.5,50
37,2/22/2013,7,1,3,14.29
38,2/22/2013,35,4,4,11.43
55,2/22/2013,12,1,6,8.33
68,2/23/2013,28,0,3,0
67,2/23/2013,30,5,3,16.67
57,2/23/2013,248,0,13,0
42,2/23/2013,11,0,3,0
12,2/23/2013,31,1,2.5,3.23
39,2/23/2013,40,6,3.5,15
35,2/23/2013,303,11,12,3.63
27,2/23/2013,24,3,4,12.5
29,2/23/2013,10,3,4,30
2,2/23/2013,30,6,3,20
34,2/23/2013,32,1,24,3.13
28,2/23/2013,18,0,2,0
19,2/23/2013,36,9,3.6,25
36,2/23/2013,52,1,24,1.92
64,2/23/2013,19,0,5,0
24,2/23/2013,16,9,2.5,56.25
37,2/23/2013,7,2,3,28.57
38,2/23/2013,37,3,4,8.11
55,2/23/2013,7,0,6,0
57,2/24/2013,62,0,10,0
12,2/24/2013,38,2,2.5,5.26
39,2/24/2013,39,6,3.5,15.38
67,2/24/2013,43,9,4,20.93
35,2/24/2013,37,0,12,0
34,2/24/2013,40,2,24,5
28,2/24/2013,12,2,2,16.67
59,2/24/2013,1,0,4,0
36,2/24/2013,65,1,24,1.54
37,2/24/2013,8,2,3,25
12,2/25/2013,32,1,2.5,3.13
30,2/25/2013,45,0,3,0
1,2/25/2013,67,24,7,35.82
67,2/25/2013,35,7,3.5,20
35,2/25/2013,422,5,12,1.18
57,2/25/2013,203,1,13,0.49
29,2/25/2013,15,3,4,20
39,2/25/2013,40,8,3.5,20
34,2/25/2013,61,2,24,3.28
2,2/25/2013,22,5,3,22.73
28,2/25/2013,19,2,2,10.53
19,2/25/2013,37,8,3.6,21.62
36,2/25/2013,65,1,24,1.54
42,2/25/2013,15,1,3,6.67
64,2/25/2013,12,0,3,0
24,2/25/2013,25,12,2.5,48
37,2/25/2013,8,3,3,37.5
38,2/25/2013,37,5,4,13.51
55,2/25/2013,10,0,6,0
12,2/26/2013,32,1,2.5,3.13
68,2/26/2013,35,0,4,0
1,2/26/2013,57,20,7,35.09
35,2/26/2013,412,11,12,2.67
67,2/26/2013,32,7,3,21.88
57,2/26/2013,217,0,13,0
29,2/26/2013,13,3,4,23.08
39,2/26/2013,41,7,3.5,17.07
34,2/26/2013,57,2,24,3.51
2,2/26/2013,16,3,3,18.75
28,2/26/2013,18,1,2,5.56
19,2/26/2013,43,12,4.25,27.91
36,2/26/2013,82,2,24,2.44
42,2/26/2013,14,0,3,0
64,2/26/2013,12,0,2.5,0
56,2/26/2013,8,0,7,0
24,2/26/2013,22,10,2.5,45.45
37,2/26/2013,5,0,3,0
38,2/26/2013,43,6,4,13.95
12,2/27/2013,42,2,2.5,4.76
39,2/27/2013,38,5,3.5,13.16
5,2/27/2013,12,1,2.5,8.33
68,2/27/2013,41,2,4,4.88
30,2/27/2013,43,0,3,0
67,2/27/2013,27,6,3,22.22
1,2/27/2013,37,17,7,45.95
35,2/27/2013,341,5,12,1.47
34,2/27/2013,36,1,24,2.78
2,2/27/2013,23,5,3,21.74
57,2/27/2013,164,0,13,0
28,2/27/2013,12,0,2,0
32,2/27/2013,15,3,1,20
19,2/27/2013,31,7,3.1,22.58
36,2/27/2013,53,1,24,1.89
29,2/27/2013,14,3,4,21.43
42,2/27/2013,12,0,3,0
64,2/27/2013,8,0,2.5,0
24,2/27/2013,19,8,2.5,42.11
37,2/27/2013,5,0,3,0
38,2/27/2013,36,3,4,8.33
55,2/27/2013,4,0,3,0
12,2/28/2013,36,2,2.5,5.56
28,2/28/2013,14,0,2,0
62,2/28/2013,17,1,3,5.88
68,2/28/2013,26,1,3,3.85
67,2/28/2013,30,6,3,20
1,2/28/2013,32,13,7,40.63
35,2/28/2013,396,4,12,1.01
60,2/28/2013,11,2,2,18.18
32,2/28/2013,22,5,3,22.73
57,2/28/2013,157,0,13,0
19,2/28/2013,33,8,3.25,24.24
2,2/28/2013,16,3,3,18.75
36,2/28/2013,74,1,24,1.35
29,2/28/2013,19,5,4,26.32
39,2/28/2013,40,8,3.5,20
42,2/28/2013,14,0,3,0
64,2/28/2013,13,0,3,0
56,2/28/2013,12,0,7,0
24,2/28/2013,8,1,2.5,12.5
37,2/28/2013,10,2,3,20
38,2/28/2013,38,6,4,15.79
55,2/28/2013,16,2,7,12.5
12,3/1/2013,34,1,2.5,2.94
32,3/1/2013,16,5,3,31.25
30,3/1/2013,55,1,3,1.82
62,3/1/2013,16,0,3,0
1,3/1/2013,42,17,7,40.48
35,3/1/2013,416,11,12,2.64
57,3/1/2013,180,0,13,0
67,3/1/2013,30,5,3,16.67
28,3/1/2013,18,1,2,5.56
19,3/1/2013,30,6,3,20
2,3/1/2013,13,2,3,15.38
29,3/1/2013,16,5,4,31.25
39,3/1/2013,39,6,3.5,15.38
5,3/1/2013,10,1,2,10
42,3/1/2013,15,1,3,6.67
56,3/1/2013,16,0,7,0
64,3/1/2013,12,0,3,0
24,3/1/2013,14,4,2.5,28.57
31,3/1/2013,79,2,24,2.53
37,3/1/2013,9,3,3,33.33
38,3/1/2013,32,3,4,9.38
34,3/1/2013,47,0,24,0
12,3/2/2013,32,2,2.5,6.25
68,3/2/2013,32,3,4,9.38
62,3/2/2013,17,0,3,0
67,3/2/2013,27,3,3,11.11
1,3/2/2013,35,18,7,51.43
28,3/2/2013,15,1,2,6.67
19,3/2/2013,30,8,3,26.67
2,3/2/2013,18,4,3,22.22
35,3/2/2013,351,18,12,5.13
57,3/2/2013,190,0,13,0
39,3/2/2013,39,5,3.5,12.82
32,3/2/2013,18,4,3,22.22
42,3/2/2013,11,0,3,0
56,3/2/2013,23,2,8,8.7
64,3/2/2013,19,0,4,0
24,3/2/2013,15,4,2.5,26.67
31,3/2/2013,66,2,24,3.03
34,3/2/2013,39,3,24,7.69
37,3/2/2013,5,1,3,20
38,3/2/2013,37,5,4,13.51
55,3/2/2013,12,1,4,8.33
62,3/3/2013,15,0,3,0
67,3/3/2013,30,5,3,16.67
35,3/3/2013,32,3,8,9.38
57,3/3/2013,73,0,10,0
12,3/3/2013,41,2,2.5,4.88
39,3/3/2013,40,7,3.5,17.5
32,3/3/2013,18,5,3,27.78
5,3/3/2013,17,2,2.5,11.76
28,3/3/2013,16,2,2,12.5
42,3/3/2013,12,0,3,0
59,3/3/2013,3,0,4,0
31,3/3/2013,79,2,24,2.53
37,3/3/2013,6,2,3,33.33
34,3/3/2013,54,2,24,3.7
12,3/4/2013,42,3,2.5,7.14
30,3/4/2013,43,0,3,0
62,3/4/2013,14,0,3,0
1,3/4/2013,47,23,7,48.94
67,3/4/2013,26,3,3,11.54
35,3/4/2013,478,13,12,2.72
57,3/4/2013,189,1,13,0.53
2,3/4/2013,21,4,3,19.05
32,3/4/2013,20,4,3,20
5,3/4/2013,9,1,2,11.11
39,3/4/2013,40,6,3.5,15
29,3/4/2013,20,6,4,30
28,3/4/2013,18,1,2,5.56
27,3/4/2013,28,4,4,14.29
56,3/4/2013,11,0,7,0
19,3/4/2013,32,7,3.2,21.88
54,3/4/2013,21,1,8,4.76
24,3/4/2013,23,9,2.5,39.13
31,3/4/2013,118,3,24,2.54
37,3/4/2013,9,1,3,11.11
38,3/4/2013,45,5,4,11.11
55,3/4/2013,7,1,3,14.29
34,3/4/2013,67,3,24,4.48
30,3/5/2013,35,0,3,0
62,3/5/2013,16,0,3,0
12,3/5/2013,46,2,2.5,4.35
67,3/5/2013,28,7,3,25
1,3/5/2013,39,19,7,48.72
35,3/5/2013,458,8,12,1.75
2,3/5/2013,16,3,3,18.75
57,3/5/2013,182,0,13,0
5,3/5/2013,12,2,2,16.67
39,3/5/2013,38,6,3.5,15.79
29,3/5/2013,18,6,4,33.33
28,3/5/2013,15,0,2,0
27,3/5/2013,26,3,4,11.54
42,3/5/2013,14,0,3,0
56,3/5/2013,12,0,7,0
64,3/5/2013,11,0,3,0
59,3/5/2013,3,0,4,0
19,3/5/2013,32,9,3.2,28.13
54,3/5/2013,13,1,8,7.69
24,3/5/2013,21,5,2.5,23.81
31,3/5/2013,118,3,24,2.54
34,3/5/2013,43,3,24,6.98
37,3/5/2013,9,2,3,22.22
36,3/5/2013,64,1,24,1.56
38,3/5/2013,43,5,4,11.63
55,3/5/2013,4,1,3,25
30,3/6/2013,32,0,3,0
62,3/6/2013,10,0,3,0
67,3/6/2013,35,5,3.5,14.29
1,3/6/2013,45,19,7,42.22
35,3/6/2013,460,7,12,1.52
2,3/6/2013,18,3,3,16.67
57,3/6/2013,159,0,13,0
32,3/6/2013,31,9,3,29.03
39,3/6/2013,42,9,3.5,21.43
29,3/6/2013,18,5,4,27.78
28,3/6/2013,12,0,2,0
27,3/6/2013,29,3,4,10.34
56,3/6/2013,9,0,7,0
64,3/6/2013,6,0,2,0
19,3/6/2013,33,7,3.25,21.21
54,3/6/2013,12,0,8,0
24,3/6/2013,8,4,2.5,50
31,3/6/2013,92,1,24,1.09
37,3/6/2013,10,1,3,10
36,3/6/2013,69,1,24,1.45
38,3/6/2013,38,4,4,10.53
55,3/6/2013,2,2,3,100
34,3/6/2013,47,1,24,2.13
32,3/7/2013,17,4,3,23.53
68,3/7/2013,35,3,4,8.57
5,3/7/2013,12,1,2,8.33
62,3/7/2013,15,1,3,6.67
1,3/7/2013,42,22,7,52.38
67,3/7/2013,27,4,3,14.81
35,3/7/2013,452,10,12,2.21
57,3/7/2013,173,0,13,0
2,3/7/2013,19,3,3,15.79
39,3/7/2013,44,10,3.5,22.73
29,3/7/2013,20,6,4,30
28,3/7/2013,14,1,2,7.14
27,3/7/2013,30,4,4,13.33
56,3/7/2013,9,0,7,0
19,3/7/2013,33,7,3.25,21.21
54,3/7/2013,8,0,8,0
24,3/7/2013,9,5,2.5,55.56
31,3/7/2013,119,2,24,1.68
37,3/7/2013,9,2,3,22.22
36,3/7/2013,62,2,24,3.23
38,3/7/2013,35,4,4,11.43
55,3/7/2013,5,2,3,40
34,3/7/2013,38,1,24,2.63
12,3/8/2013,36,2,2.5,5.56
30,3/8/2013,23,0,3,0
62,3/8/2013,10,0,3,0
60,3/8/2013,8,3,2,37.5
1,3/8/2013,54,24,7,44.44
35,3/8/2013,388,9,12,2.32
67,3/8/2013,28,5,3,17.86
57,3/8/2013,178,1,13,0.56
2,3/8/2013,19,4,3,21.05
39,3/8/2013,50,11,3.5,22
29,3/8/2013,17,5,4,29.41
28,3/8/2013,11,0,2,0
27,3/8/2013,24,2,4,8.33
32,3/8/2013,22,5,3,22.73
5,3/8/2013,17,0,2.5,0
56,3/8/2013,7,0,7,0
64,3/8/2013,14,0,4,0
19,3/8/2013,27,5,2.8,18.52
54,3/8/2013,6,1,8,16.67
31,3/8/2013,81,2,24,2.47
34,3/8/2013,31,0,24,0
37,3/8/2013,9,2,3,22.22
36,3/8/2013,56,0,24,0
38,3/8/2013,38,5,4,13.16
12,3/9/2013,36,1,2.5,2.78
2,3/9/2013,24,5,3,20.83
30,3/9/2013,29,0,3,0
39,3/9/2013,55,10,3.5,18.18
62,3/9/2013,16,0,3,0
1,3/9/2013,71,31,8,43.66
29,3/9/2013,19,5,4,26.32
67,3/9/2013,26,5,3,19.23
28,3/9/2013,12,0,2,0
35,3/9/2013,388,2,12,0.52
57,3/9/2013,184,0,13,0
27,3/9/2013,26,5,4,19.23
32,3/9/2013,18,4,3,22.22
56,3/9/2013,19,0,8,0
64,3/9/2013,22,1,4,4.55
59,3/9/2013,3,1,4,33.33
19,3/9/2013,39,10,3.9,25.64
54,3/9/2013,14,0,4,0
31,3/9/2013,100,1,24,1
37,3/9/2013,9,2,3,22.22
36,3/9/2013,67,2,24,2.99
38,3/9/2013,36,6,4,16.67
55,3/9/2013,13,2,4,15.38
34,3/9/2013,40,2,24,5
39,3/10/2013,55,10,3.5,18.18
67,3/10/2013,33,7,3,21.21
35,3/10/2013,48,2,8,4.17
57,3/10/2013,58,0,10,0
42,3/10/2013,10,0,3,0
28,3/10/2013,12,0,2,0
31,3/10/2013,71,2,24,2.82
34,3/10/2013,60,3,24,5
37,3/10/2013,6,1,3,16.67
36,3/10/2013,70,1,24,1.43
12,3/11/2013,48,5,2.5,10.42
62,3/11/2013,13,0,3,0
68,3/11/2013,30,2,4,6.67
1,3/11/2013,54,24,7,44.44
67,3/11/2013,27,5,3,18.52
35,3/11/2013,476,3,12,0.63
57,3/11/2013,227,1,13,0.44
39,3/11/2013,52,8,3.5,15.38
2,3/11/2013,23,5,3,21.74
32,3/11/2013,16,4,3,25
5,3/11/2013,13,2,2.5,15.38
42,3/11/2013,14,2,3,14.29
28,3/11/2013,15,2,2,13.33
56,3/11/2013,8,0,7,0
64,3/11/2013,11,0,3,0
27,3/11/2013,34,4,4.5,11.76
19,3/11/2013,46,15,4.6,32.61
24,3/11/2013,21,11,2.5,52.38
31,3/11/2013,120,2,24,1.67
37,3/11/2013,7,0,3,0
36,3/11/2013,61,0,24,0
38,3/11/2013,43,5,4,11.63
55,3/11/2013,13,0,7,0
34,3/11/2013,38,2,24,5.26
39,3/12/2013,54,9,3.5,16.67
2,3/12/2013,16,3,3,18.75
30,3/12/2013,56,2,3,3.57
62,3/12/2013,17,0,3,0
67,3/12/2013,34,10,3.5,29.41
1,3/12/2013,51,21,7,41.18
35,3/12/2013,421,3,12,0.71
57,3/12/2013,181,0,13,0
12,3/12/2013,34,2,2.5,5.88
32,3/12/2013,14,3,3,21.43
42,3/12/2013,14,0,3,0
28,3/12/2013,18,0,2,0
56,3/12/2013,4,0,4,0
27,3/12/2013,25,3,4,12
19,3/12/2013,36,8,3.6,22.22
54,3/12/2013,11,1,8,9.09
24,3/12/2013,14,8,2.5,57.14
31,3/12/2013,97,2,24,2.06
34,3/12/2013,37,0,24,0
37,3/12/2013,9,1,3,11.11
36,3/12/2013,74,2,24,2.7
38,3/12/2013,34,4,4,11.76
55,3/12/2013,12,2,7,16.67
39,3/13/2013,50,7,3.5,14
68,3/13/2013,35,2,3,5.71
62,3/13/2013,19,1,3,5.26
1,3/13/2013,52,19,7,36.54
35,3/13/2013,396,4,12,1.01
12,3/13/2013,42,4,2.5,9.52
2,3/13/2013,20,4,3,20
32,3/13/2013,20,6,3,30
67,3/13/2013,36,6,4,16.67
42,3/13/2013,16,1,3,6.25
57,3/13/2013,179,0,13,0
28,3/13/2013,21,2,2,9.52
56,3/13/2013,14,0,7,0
64,3/13/2013,9,0,3,0
27,3/13/2013,28,3,4,10.71
19,3/13/2013,26,5,2.6,19.23
54,3/13/2013,5,0,8,0
24,3/13/2013,17,8,2.5,47.06
31,3/13/2013,102,2,24,1.96
34,3/13/2013,56,2,24,3.57
37,3/13/2013,9,0,3,0
36,3/13/2013,62,0,24,0
38,3/13/2013,38,5,4,13.16
55,3/13/2013,7,1,7,14.29
12,3/14/2013,37,2,2.5,5.41
2,3/14/2013,17,3,3,17.65
32,3/14/2013,17,5,3,29.41
30,3/14/2013,45,0,3,0
62,3/14/2013,15,1,3,6.67
68,3/14/2013,37,3,4,8.11
1,3/14/2013,43,19,7,44.19
35,3/14/2013,399,11,12,2.76
67,3/14/2013,34,6,4,17.65
5,3/14/2013,14,3,2.5,21.43
42,3/14/2013,14,0,3,0
57,3/14/2013,164,1,13,0.61
29,3/14/2013,20,6,4,30
28,3/14/2013,20,3,2,15
56,3/14/2013,9,0,7,0
39,3/14/2013,51,7,3.5,13.73
64,3/14/2013,10,0,3,0
27,3/14/2013,26,3,4,11.54
19,3/14/2013,30,7,3,23.33
54,3/14/2013,7,0,8,0
24,3/14/2013,8,6,2.5,75
31,3/14/2013,74,1,24,1.35
34,3/14/2013,41,2,24,4.88
36,3/14/2013,49,0,24,0
38,3/14/2013,47,6,4,12.77
55,3/14/2013,9,3,7,33.33
37,3/14/2013,8,1,3,12.5
12,3/15/2013,26,1,2.5,3.85
5,3/15/2013,7,0,2,0
68,3/15/2013,34,1,4,2.94
62,3/15/2013,18,0,3,0
1,3/15/2013,51,21,7,41.18
35,3/15/2013,385,8,12,2.08
42,3/15/2013,14,1,3,7.14
67,3/15/2013,24,5,3,20.83
57,3/15/2013,158,0,13,0
29,3/15/2013,19,6,4,31.58
2,3/15/2013,19,3,3,15.79
28,3/15/2013,22,2,2,9.09
32,3/15/2013,21,4,3,19.05
56,3/15/2013,3,0,7,0
39,3/15/2013,55,10,3.5,18.18
64,3/15/2013,13,0,3,0
27,3/15/2013,29,2,4,6.9
19,3/15/2013,28,6,2.8,21.43
54,3/15/2013,7,1,8,14.29
24,3/15/2013,11,3,2.5,27.27
31,3/15/2013,100,2,24,2
36,3/15/2013,50,1,24,2
38,3/15/2013,45,6,5,13.33
55,3/15/2013,6,0,7,0
34,3/15/2013,35,1,24,2.86
37,3/15/2013,9,1,3,11.11
12,3/16/2013,32,2,2.5,6.25
67,3/16/2013,26,6,3,23.08
62,3/16/2013,16,0,3,0
1,3/16/2013,78,32,8,41.03
57,3/16/2013,190,0,13,0
29,3/16/2013,21,9,4,42.86
2,3/16/2013,26,4,3,15.38
28,3/16/2013,21,3,2,14.29
35,3/16/2013,383,6,12,1.57
32,3/16/2013,23,5,3,21.74
56,3/16/2013,18,0,8,0
39,3/16/2013,49,8,3.5,16.33
5,3/16/2013,17,1,2.5,5.88
64,3/16/2013,15,1,3,6.67
27,3/16/2013,23,4,4,17.39
42,3/16/2013,15,1,3,6.67
19,3/16/2013,29,7,2.9,24.14
54,3/16/2013,14,1,4,7.14
31,3/16/2013,98,1,24,1.02
36,3/16/2013,53,0,24,0
38,3/16/2013,45,6,4,13.33
55,3/16/2013,13,1,4,7.69
34,3/16/2013,44,2,24,4.55
37,3/16/2013,8,1,3,12.5
62,3/17/2013,13,0,3,0
28,3/17/2013,19,2,3,10.53
67,3/17/2013,28,5,3,17.86
35,3/17/2013,24,1,8,4.17
57,3/17/2013,62,0,10,0
32,3/17/2013,19,4,3,21.05
39,3/17/2013,60,11,3.5,18.33
42,3/17/2013,15,0,3,0
59,3/17/2013,3,1,4,33.33
31,3/17/2013,86,2,24,2.33
36,3/17/2013,73,1,24,1.37
34,3/17/2013,40,0,24,0
37,3/17/2013,9,1,3,11.11
68,3/18/2013,30,0,3,0
62,3/18/2013,16,0,3,0
30,3/18/2013,45,1,4,2.22
1,3/18/2013,54,22,7,40.74
67,3/18/2013,30,6,3,20
35,3/18/2013,447,13,12,2.91
57,3/18/2013,210,1,13,0.48
32,3/18/2013,23,6,3,26.09
2,3/18/2013,27,5,3,18.52
56,3/18/2013,11,0,7,0
39,3/18/2013,62,12,3.5,19.35
5,3/18/2013,19,4,3,21.05
64,3/18/2013,9,0,3,0
27,3/18/2013,25,2,4,8
42,3/18/2013,14,0,3,0
29,3/18/2013,16,6,4,37.5
59,3/18/2013,2,0,4,0
19,3/18/2013,28,6,2.8,21.43
28,3/18/2013,20,0,2,0
54,3/18/2013,15,1,8,6.67
31,3/18/2013,139,2,24,1.44
34,3/18/2013,40,0,24,0
36,3/18/2013,70,1,24,1.43
38,3/18/2013,47,3,4,6.38
55,3/18/2013,13,4,7,30.77
37,3/18/2013,5,0,3,0
32,3/19/2013,24,6,3,25
30,3/19/2013,56,1,3,1.79
68,3/19/2013,34,1,3,2.94
1,3/19/2013,47,20,7,42.55
57,3/19/2013,179,0,13,0
35,3/19/2013,413,2,12,0.48
67,3/19/2013,25,5,3,20
2,3/19/2013,18,4,3,22.22
56,3/19/2013,9,0,7,0
39,3/19/2013,51,6,3.5,11.76
64,3/19/2013,8,0,3,0
27,3/19/2013,20,2,4,10
42,3/19/2013,18,1,3,5.56
29,3/19/2013,19,5,4,26.32
19,3/19/2013,21,6,2.1,28.57
28,3/19/2013,16,0,2,0
54,3/19/2013,11,2,8,18.18
31,3/19/2013,90,1,24,1.11
36,3/19/2013,72,1,24,1.39
38,3/19/2013,42,5,4,11.9
55,3/19/2013,5,1,3,20
34,3/19/2013,45,2,24,4.44
37,3/19/2013,5,0,3,0
57,3/20/2013,163,0,13,0
62,3/20/2013,13,0,3,0
1,3/20/2013,50,21,7,42
35,3/20/2013,425,5,12,1.18
39,3/20/2013,50,6,3.5,12
67,3/20/2013,26,5,3,19.23
2,3/20/2013,25,4,3,16
27,3/20/2013,28,3,4,10.71
42,3/20/2013,16,1,3,6.25
29,3/20/2013,20,6,4,30
59,3/20/2013,3,1,4,33.33
32,3/20/2013,20,5,3,25
19,3/20/2013,30,8,3,26.67
28,3/20/2013,21,1,2,4.76
54,3/20/2013,7,1,8,14.29
31,3/20/2013,109,2,24,1.83
56,3/20/2013,9,0,7,0
36,3/20/2013,70,0,24,0
38,3/20/2013,39,4,4,10.26
55,3/20/2013,9,0,7,0
34,3/20/2013,52,2,24,3.85
37,3/20/2013,5,1,3,20
12,3/21/2013,43,3,2.5,6.98
39,3/21/2013,58,10,3.5,17.24
30,3/21/2013,53,1,3,1.89
62,3/21/2013,16,0,3,0
5,3/21/2013,14,3,2.5,21.43
67,3/21/2013,40,6,4,15
35,3/21/2013,465,8,12,1.72
57,3/21/2013,177,1,13,0.56
2,3/21/2013,22,4,3,18.18
64,3/21/2013,8,0,3,0
27,3/21/2013,30,5,4,16.67
42,3/21/2013,15,0,3,0
29,3/21/2013,17,4,4,23.53
59,3/21/2013,1,0,4,0
32,3/21/2013,24,6,3,25
19,3/21/2013,28,6,2.8,21.43
28,3/21/2013,19,0,2,0
54,3/21/2013,12,2,8,16.67
31,3/21/2013,79,1,24,1.27
56,3/21/2013,2,0,7,0
36,3/21/2013,85,1,24,1.18
38,3/21/2013,37,5,4,13.51
55,3/21/2013,11,2,7,18.18
34,3/21/2013,40,0,24,0
37,3/21/2013,5,1,3,20
12,3/22/2013,38,3,2.5,7.89
39,3/22/2013,52,7,3.5,13.46
68,3/22/2013,34,1,4,2.94
62,3/22/2013,17,0,3,0
1,3/22/2013,57,22,7,38.6
35,3/22/2013,385,3,12,0.78
57,3/22/2013,155,0,13,0
64,3/22/2013,7,0,3,0
27,3/22/2013,28,4,4,14.29
42,3/22/2013,16,0,3,0
67,3/22/2013,30,6,3,20
32,3/22/2013,18,4,3,22.22
19,3/22/2013,26,5,2.6,19.23
2,3/22/2013,28,5,3,17.86
28,3/22/2013,18,0,2,0
54,3/22/2013,12,0,8,0
31,3/22/2013,100,2,24,2
56,3/22/2013,8,0,8,0
36,3/22/2013,48,1,24,2.08
38,3/22/2013,42,5,4,11.9
34,3/22/2013,40,2,24,5
37,3/22/2013,5,1,3,20
64,3/23/2013,20,0,4,0
27,3/23/2013,20,3,4,15
67,3/23/2013,32,8,3.5,25
68,3/23/2013,32,3,4,9.38
1,3/23/2013,45,18,7,40
35,3/23/2013,383,3,12,0.78
57,3/23/2013,185,0,13,0
32,3/23/2013,13,4,3,30.77
39,3/23/2013,50,8,3.5,16
5,3/23/2013,9,2,1.5,22.22
19,3/23/2013,30,7,3,23.33
2,3/23/2013,23,4,3,17.39
28,3/23/2013,22,2,2,9.09
54,3/23/2013,14,0,4,0
31,3/23/2013,97,2,24,2.06
42,3/23/2013,15,0,3,0
34,3/23/2013,42,1,24,2.38
56,3/23/2013,17,0,4,0
36,3/23/2013,50,0,24,0
38,3/23/2013,35,2,4,5.71
55,3/23/2013,16,3,4,18.75
37,3/23/2013,5,2,3,40
59,3/24/2013,2,1,4,50
67,3/24/2013,34,7,4,20.59
62,3/24/2013,15,0,3,0
35,3/24/2013,25,1,8,4
57,3/24/2013,58,0,10,0
32,3/24/2013,28,8,3,28.57
12,3/24/2013,42,3,2.5,7.14
39,3/24/2013,58,9,3.5,15.52
